Mentre gli Stati Uniti e la Russia gareggiavano per la conquista della luna, il Messico ha investito milioni di pesos per ________;1
Mi scusi professore, non ho potuto fare i compiti a causa di ________ .;1
Mia mamma � impazzita quando nella cronologia del mio browser ha visto ________ .com.;1
Nei suoi ultimi giorni, Michael Jackson faceva spesso pensieri su ________ .;1
Nel futuro, gli storici concorderanno che il nostro declino � iniziato con ________ .;1
Nel nuovo film della Disney, Hannah Montana per la prima volta si scontra con ________ .;1
Nel settimo girone infernale, i peccatori devono subire ________ per l�eternit�.;1
Nel suo nuovo tentativo di promuovere il turismo, la citt� di Milano dichiara di essersi liberata di ________ .;1
Nel suo ultimo album, Jovanotti fa rap sopra il suono di ________ .;1
Nel suo ultimo spettacolo, il Mago Casanova deve scappare da ________ .;1
Nella nuova serie dell�Isola dei Famosi le celebrit� vivranno con ________ .;1
Nella prossima puntata di Rai Educational: Come parlare a tuo figlio di ________ .;1
Non avevo mai pienamente compreso ________ finch� non ho conosciuto ________ .;2
Non hai realmente vissuto finch� non provi ________ e ________ insieme.;2
Non so con quali armi sar� combattuta la terza Guerra Mondiale, ma la quarta sar� combattuta con ________ .;1
Non sono come voi, sono troppo ricco e impegnato per ________ .;1
Ogni Natale mio zio si ubriaca e ci racconta la sua storia riguardo ________ .;1
Parla il capitano. Allacciate le cinture e preparatevi per ________ .;1
Passo 1: ________ Passo 2: ________ Passo 3: Guadagno!;2
Per il mio prossimo trucco, tirer� ________ fuori da ________ .;2
Presto in tutti i teatri: ________ , il Musical.;1
Prima di concorrere alla presidenza, devo distruggere tutte le prove del mio coinvolgimento con ________ .;1
Prossimamente su Rai Sport 2: i mondiali di ________ .;1
Qual � il miglior amico di una ragazza?;1
Qual � il mio potere segreto?;1
Qual � il mio rimedio per ________ ? Senza dubbio ________ !;2
Qual � il trucco per ravvivare una festa?;1
Qual � il vizio segreto di Batman?;1
Qual � la cosa pi� emo?;1
Qual � la cosa pi� incrostata?;1
Qual � la nuova dieta del momento?;1
Qual � un regalo che andr� oltre le aspettative?;1
Quale sar� la prossima coppia di supereroi?;1
Quale sar� la prossima sorpresa dell�Happy Meal?;1
Quando il faraone rimase impassibile, Mos� scaten� la piaga di ________ .;1
Quando ne capisci il succo, ________ � semplicemente ________ .;2
Quando nient�altro funziona, posso sempre masturbarmi con ________ .;1
Quando sar� il capo del governo creer� il Ministero di ________ .;1
Quando sar� milionario eriger� una statua di 30 metri per commemorare ________ .;1
Quando sono andato in bagno, cosa � uscito dal mio didietro?;1
"Questo mese su Donna Moderna: ""Riaccendi la passione con ________ "".";1
Recenti studi hanno mostrato che topi di laboratorio impiegano il 50% in meno per uscire da un labirinto se sono stati esposti a ________ .;1
Se Dio non avesse voluto che noi apprezzassimo ________ , non ci avrebbe dato ________ .;2
Senza ________ , tutto quello che avevamo era ________ .;2
Solo due cose nella vita sono certe: la morte e ________ .;1
Il sottoscritto, lo Zar delle Carte, si pu� descrivere in modo semplice con una frase: ________.;1
Stasera a Report: quello che non sai su ________ potrebbe ucciderti.;1
Tra 1000 anni, quando le banconote saranno un lontano ricordo, ________ sar� la nostra moneta.;1
Tutti a terra e non si far� male nessuno! Siamo qui per ________ !;1
Un colloquio di lavoro di successo inizia con una solida stretta di mano e finisce con ________ .;1
Un tribunale internazionale ha giudicato ________ colpevole per ________ .;2
Una cena a lume di candela non sarebbe completa senza ________ .;1
Voci di corridoio dicono che il piatto preferito di Vladimir Putin sia ________ farcito con ________ .;2
Le due di notte nella citt� che non dorme mai. La porta si apre, due gambe lunghissime entrano. Qualcosa nei suoi occhi mi dice che sta cercando ________.;1
"Avventura. Storie d'amore. ________. La Paramount Pictures presenta ""________"".";2
Ok ragazzi, la confraternita � stata radiata, e le gnocche sono tutte alla Gamma Fi. E' ora di dare inizio all'operazione _________.;1
Quando sar� Re, come terr� in riga i miei sudditi?;1
Caro Leader Kim Jong-Un, il nostro villaggio rende gloria alla vostra infinita saggezza con l'umile offerta di _______.;1
Lasciatemi in pace! Sono preso da ________ in questo momento.;1
Ogni passo verso ________ mi rende un po' pi� vicino a ________.;2
Dimentica tutto quello che sai su ________, perch� ora gli abbiamo messo il turbo con ________!;2
Tesoro, ho un nuovo gioco piccante che voglio provare stasera... Tu puoi essere ________, e io sar� ________.;2
Come compenso il mio minuscolo pene?;1
Io sono diventato ________, il distruttore di ________!;2
Sono piuttosto sicuro di essere fatto, perch� sono completamente intrippato da ________!;1
Mi dispiace signore, ma nel nostro circolo non ammettiamo ________.;1
Se non si pu� gestire __________, sarebbe opportuno tenersi alla larga da _______.;2
In cambio della mia anima, il Diavolo mi aveva promesso ________, ma tutto ci� che ho avuto � stato ________.;2
"In principio era ________. E poi il signore disse, ""Sia fatta ________!"".";2
� in agguato nella notte. � affamato di sangue. Quest'estate, nessuno si salver� da ________.;1
Amico, ne ho le palle piene di ________.;1
"Il libro del mese di Daria Bignardi � ""________ per ________: una storia di speranza"".";2
"Ho visto un uomo che moriva per amore; ne ho visto un altro che pi� lacrime non ha. Nessun coltello mai, ti pu� ferir di pi� di ________.";1
I giapponesi hanno sviluppato una versione pi� piccola e pi� efficiente di _______.;1
Sono gli anni d'oro della mia vita. Sono giovane, bello e muoio dalla voglia di ________.;1
"L'album dell'anno � ""________"", di ________.";2
Non abbiamo mai trovato ________, ma provandoci abbiamo imparato tanto su ________.;2
L'ultimo film di Wes Anderson � la storia di un ragazzino precoce che impara a convivere con ________.;1
Che cosa � divertente fino a che non diventa imbarazzante?;1
Avete visto la donna barbuta! Avete visto l'anello infuocato! E ora, signore e signori, puntate lo sguardo su ________!;1
________ potrebbe passare, ma ________ � per sempre.;2
________ non saranno pi� gli stessi dopo ________.;2
E la zuppa del giorno � Crema di ________.;1
Abito di Armani: 1000�. Cena per due in un ottimo ristorante: 300�. La sua faccia quando la sorprendi con ________: non ha prezzo.;1
Il gusto pi� estremo che abbiate mai provato! Preparatevi per Estath� al gusto ________.;1
Siete a corto di energia? A volte vi sembra che tutto il mondo sia ________? Xanax � la risposta!;1
"Non dimenticatevi! A partire da questa settimana, il Casual Friday diventer� ufficialmente ""_______ Friday"".";1
Preparatevi per il film dell'estate! Un poliziotto gioca secondo le regole, ma all'altro interessa solo una cosa: ________.;1
La giornata peggiore di sempre. Hashtag #________.;1
Ascoltate la mia voce, mortali! Sono il Dio ________, e non tollerer� _______!;2
Mi aiuti dottore, ho ________ dentro il culo!;1
Qui nell'Istituto dei Bambini Prodigio, lasciamo che gli studenti esplorino ________ alla loro maniera.;1
Ciao MTV! Mi chiamo Jessica, vengo da Rimini, adoro ________, e mi piace divertirmi in compagnia!;1
"Salve, sono Giorgio dalla contabilit�. Abbiamo notato una spesa di 1200� per ""________"", pu� spiegare?";1
Non per vantarmi, ma mi chiamano il Michael Jordan dei ________.;1
Nel suo famoso messaggio di addio, George Washington mise in guardia gli Americani sui pericoli di ________.;1
Nel suo nuovo film d'azione, Jackie Chan deve difendersi dai ninja mentre si occupa di ________.;1
� dura quando fai una via spericolata. Ecco perch� non esco mai di casa senza ________.;1
"Da oggi in libreria ""Il coraggio di ________"" Un libro di Barack Obama.";1
I sintomi del paziente sono ________. Probabilmente il risultato di ________.;2
Wooooow, Dio quanto amo ________.;1
Beh, se ________ va bene per ________, allora va bene anche per me.;2
Cosa hai da dire a tua discolpa, Chanel? E' la terza volta che finisci dal preside per ________.;1
Cos'� che me l'ha fatto ammosciare?;1
Cosa rende le cose imbarazzanti durante la sauna?;1
Sono completamente al verde a causa di ________.;1
Tua madre � talmente grassa che � come ________ !;1
Mi faccio il culo tutto il giorno per la mia famiglia, e quando torno a casa devo trovare ________!?;1
Seguo delle tappe precise. Primo appuntamento, cena. Secondo appuntamento, bacio. Terzo appuntamento, ________.;1
Quando eravamo piccoli giocavamo a Cowboy e ________.;1
Questa � l'America. Senza il duro lavoro, non puoi avere successo. Non importa se sei nero, bianco, viola o ________.;1
Non crederai mai a questi 15 ridicoli errori nelle riprese televisive di ________!;1
Giacomo era un ragazzo solitario, ma quando ha scoperto una porta segreta in soffitta, ha incontrato un magico nuovo amico: ________.;1
Non ti preoccupare, figliolo, col tempo passa tutto. Ho convissuto con ________ per 20 anni.;1
Mio nonno si � fatto strada da solo. Quando � arrivato in questo paese, tutto quello che possedeva erano le scarpe che aveva ai piedi e ________.;1
Dietro ogni grande uomo ci sono ________.;1
Non sei solo. Milioni di persone ogni giorno fanno i conti con ________.;1
Dubai vi aspetta! Potrete rilassarvi nelle nostre celebri spa, avere un assaggio della vita notturna o semplicemente stare a bordo piscina e godervi ________.;1
"""Questa � pazzia!"" ""No. QUESTA � ________!"".";1
Ascolta Gary, tu mi piaci. Ma se vuoi l'ufficio migliore, dovrai mostrarmi ________.;1
Sono stato nel deserto e ho preso il peyote. A quanto pare, il mio animale guida � ________.;1
Come desidera le ali di pollo? Delicate, piccanti, oppure con ________?;1
Le sei cose senza cui non potrei vivere: ossigeno, Facebook, cioccolato, Netflix, i miei amici e ________, ahahah!;1
Perch� non fai pi� l'amore con me? � per via di ________?;1
La pubert� � un momento di cambiamenti. Ti cresceranno peli in posti nuovi. Potresti anche sviluppare interesse per ________. E' completamente normale.;1
Mi dispiace, signora Zhang, ma non c'era nulla che potessimo fare. Alle 4.15 di questa mattina, suo figlio � morto per ________.;1
Sono Miss Molise, e se potessi rendere il mondo migliore cambiando una sola cosa, eliminerei ________.;1
Stanotte faremo sesso. E dopo, se vorrai, anche un po' di ________.;1
Tutti insieme uniamo le mani e chiudiamo gli occhi. Lo sentite? E' la presenza di ________ nella stanza.;1
Per diventare un vero guerriero Yanomamo, devi dimostrare di saper resistere a ________ senza metterti a piangere.;1
